Sales Person,Country,Product,Date,Amount,Boxes Shipped,3%,5%,First Name,Second Name
Brien Boise,UK,Caramel Stuffed Bars,04-03-23,"$2,882.76 ",145,$86.48 ,$144.14 ,Brien,Boise
Curtice Advani,New Zealand,Peanut Butter Cubes,15-03-23,"$1,637.72 ",454,$49.13 ,$81.89 ,Curtice,Advani
Curtice Advani,New Zealand,50% Dark Bites,27-01-23,"$10,791.46 ",88,$323.74 ,$539.57 ,Curtice,Advani
Beverie Moffet,Canada,Drinking Coco,05-07-23,"$1,093.46 ",115,$32.80 ,$54.67 ,Beverie,Moffet
Barr Faughny,USA,Caramel Stuffed Bars,29-03-23,"$3,407.61 ",316,$102.23 ,$170.38 ,Barr,Faughny
Mallorie Waber,Canada,Almond Choco,12-05-23,"$4,753.93 ",37,$142.62 ,$237.70 ,Mallorie,Waber
Oby Sorrel,USA,Drinking Coco,11-03-23,"$8,280.62 ",47,$248.42 ,$414.03 ,Oby,Sorrel
Brien Boise,New Zealand,Eclairs,11-07-23,"$4,981.78 ",299,$149.45 ,$249.09 ,Brien,Boise
Gunar Cockshoot,New Zealand,Choco Coated Almonds,01-08-23,"$13,998.33 ",60,$419.95 ,$699.92 ,Gunar,Cockshoot
Gunar Cockshoot,UK,Spicy Special Slims,16-02-23,"$13,105.65 ",199,$393.17 ,$655.28 ,Gunar,Cockshoot
Curtice Advani,USA,After Nines,13-04-23,"$15,728.81 ",256,$471.86 ,$786.44 ,Curtice,Advani
Oby Sorrel,India,Choco Coated Almonds,14-02-23,$53.85 ,399,$1.62 ,$2.69 ,Oby,Sorrel
Ches Bonnell,Australia,Peanut Butter Cubes,14-03-23,"$10,857.23 ",73,$325.72 ,$542.86 ,Ches,Bonnell
Oby Sorrel,Australia,Spicy Special Slims,26-04-23,"$12,412.53 ",25,$372.38 ,$620.63 ,Oby,Sorrel
Jehu Rudeforth,Canada,Manuka Honey Choco,05-04-23,"$3,669.15 ",209,$110.07 ,$183.46 ,Jehu,Rudeforth
Camilla Castle,Canada,Drinking Coco,03-03-23,"$13,555.26 ",279,$406.66 ,$677.76 ,Camilla,Castle
Kaine Padly,USA,Spicy Special Slims,13-06-23,"$2,333.84 ",171,$70.02 ,$116.69 ,Kaine,Padly
Marney O'Breen,New Zealand,70% Dark Bites,14-02-23,"$8,973.05 ",360,$269.19 ,$448.65 ,Marney,O'Breen
Roddy Speechley,New Zealand,99% Dark & Pure,18-04-23,"$8,610.38 ",188,$258.31 ,$430.52 ,Roddy,Speechley
Oby Sorrel,New Zealand,85% Dark Bars,01-02-23,"$3,432.30 ",452,$102.97 ,$171.62 ,Oby,Sorrel
Dotty Strutley,New Zealand,Orange Choco,04-08-23,"$2,283.39 ",155,$68.50 ,$114.17 ,Dotty,Strutley
Andria Kimpton,New Zealand,Almond Choco,05-04-23,"$7,190.49 ",165,$215.71 ,$359.52 ,Andria,Kimpton
Karlen McCaffrey,Australia,99% Dark & Pure,26-01-23,"$11,303.07 ",166,$339.09 ,$565.15 ,Karlen,McCaffrey
Kaine Padly,UK,After Nines,21-01-23,"$18,911.49 ",171,$567.34 ,$945.57 ,Kaine,Padly
Kaine Padly,Canada,After Nines,22-08-23,"$6,233.02 ",178,$186.99 ,$311.65 ,Kaine,Padly
Kaine Padly,UK,Drinking Coco,27-01-23,"$2,334.50 ",233,$70.04 ,$116.73 ,Kaine,Padly
Rafaelita Blaksland,UK,50% Dark Bites,16-02-23,"$11,099.73 ",73,$332.99 ,$554.99 ,Rafaelita,Blaksland
Dotty Strutley,USA,Raspberry Choco,03-01-23,"$3,590.55 ",47,$107.72 ,$179.53 ,Dotty,Strutley
Karlen McCaffrey,USA,White Choc,24-08-23,"$5,209.40 ",2,$156.28 ,$260.47 ,Karlen,McCaffrey
Oby Sorrel,USA,Spicy Special Slims,07-02-23,"$6,315.14 ",398,$189.45 ,$315.76 ,Oby,Sorrel
Mallorie Waber,Australia,Smooth Sliky Salty,11-02-23,"$4,454.71 ",117,$133.64 ,$222.74 ,Mallorie,Waber
Kaine Padly,Canada,Organic Choco Syrup,29-03-23,"$6,078.71 ",78,$182.36 ,$303.94 ,Kaine,Padly
Marney O'Breen,USA,Peanut Butter Cubes,15-06-23,$695.96 ,363,$20.88 ,$34.80 ,Marney,O'Breen
Dennison Crosswaite,UK,Smooth Sliky Salty,26-04-23,$563.76 ,151,$16.91 ,$28.19 ,Dennison,Crosswaite
Brien Boise,Australia,Organic Choco Syrup,15-07-23,"$4,479.69 ",261,$134.39 ,$223.98 ,Brien,Boise
Beverie Moffet,India,Organic Choco Syrup,23-06-23,"$1,093.72 ",22,$32.81 ,$54.69 ,Beverie,Moffet
Dennison Crosswaite,Australia,Baker's Choco Chips,11-01-23,"$15,870.43 ",449,$476.11 ,$793.52 ,Dennison,Crosswaite
Beverie Moffet,UK,50% Dark Bites,09-02-23,"$2,529.82 ",297,$75.89 ,$126.49 ,Beverie,Moffet
Van Tuxwell,UK,Almond Choco,06-06-23,"$11,258.39 ",217,$337.75 ,$562.92 ,Van,Tuxwell
Dotty Strutley,UK,Caramel Stuffed Bars,10-08-23,"$6,180.45 ",230,$185.41 ,$309.02 ,Dotty,Strutley
Wilone O'Kielt,Australia,Smooth Sliky Salty,04-01-23,"$2,496.06 ",45,$74.88 ,$124.80 ,Wilone,O'Kielt
Andria Kimpton,Canada,70% Dark Bites,08-04-23,"$10,964.29 ",16,$328.93 ,$548.21 ,Andria,Kimpton
Barr Faughny,UK,Milk Bars,02-03-23,"$4,012.51 ",409,$120.38 ,$200.63 ,Barr,Faughny
Van Tuxwell,Canada,Drinking Coco,15-06-23,"$4,919.25 ",746,$147.58 ,$245.96 ,Van,Tuxwell
Jehu Rudeforth,Australia,After Nines,14-02-23,"$5,602.02 ",51,$168.06 ,$280.10 ,Jehu,Rudeforth
Husein Augar,UK,After Nines,05-07-23,"$3,563.87 ",372,$106.92 ,$178.19 ,Husein,Augar
Barr Faughny,India,Mint Chip Choco,12-01-23,"$8,313.09 ",493,$249.39 ,$415.65 ,Barr,Faughny
Curtice Advani,India,Mint Chip Choco,03-03-23,"$8,447.48 ",96,$253.42 ,$422.37 ,Curtice,Advani
Jehu Rudeforth,New Zealand,Milk Bars,18-05-23,"$2,646.23 ",198,$79.39 ,$132.31 ,Jehu,Rudeforth
Gunar Cockshoot,India,Caramel Stuffed Bars,28-07-23,"$2,706.83 ",198,$81.20 ,$135.34 ,Gunar,Cockshoot
Curtice Advani,UK,Manuka Honey Choco,07-02-23,"$1,710.48 ",108,$51.31 ,$85.52 ,Curtice,Advani
Andria Kimpton,India,Orange Choco,30-05-23,$318.19 ,417,$9.55 ,$15.91 ,Andria,Kimpton
Mallorie Waber,Australia,Raspberry Choco,25-04-23,"$9,479.65 ",26,$284.39 ,$473.98 ,Mallorie,Waber
Beverie Moffet,Canada,85% Dark Bars,16-02-23,"$6,393.20 ",44,$191.80 ,$319.66 ,Beverie,Moffet
Kelci Walkden,Australia,Drinking Coco,04-05-23,"$1,355.65 ",60,$40.67 ,$67.78 ,Kelci,Walkden
Van Tuxwell,Canada,70% Dark Bites,02-06-23,"$7,911.23 ",74,$237.34 ,$395.56 ,Van,Tuxwell
Dennison Crosswaite,USA,Caramel Stuffed Bars,11-07-23,"$2,583.03 ",501,$77.49 ,$129.15 ,Dennison,Crosswaite
Beverie Moffet,New Zealand,Spicy Special Slims,07-06-23,$66.13 ,65,$1.98 ,$3.31 ,Beverie,Moffet
Jan Morforth,UK,Almond Choco,06-07-23,"$10,668.69 ",150,$320.06 ,$533.43 ,Jan,Morforth
Husein Augar,India,Raspberry Choco,15-06-23,"$10,994.30 ",152,$329.83 ,$549.72 ,Husein,Augar
Dotty Strutley,India,Mint Chip Choco,14-04-23,"$1,259.61 ",227,$37.79 ,$62.98 ,Dotty,Strutley
Camilla Castle,India,Drinking Coco,08-08-23,$492.13 ,164,$14.76 ,$24.61 ,Camilla,Castle
Marney O'Breen,UK,Drinking Coco,29-03-23,"$1,016.77 ",28,$30.50 ,$50.84 ,Marney,O'Breen
Roddy Speechley,Australia,Organic Choco Syrup,04-07-23,"$4,111.42 ",81,$123.34 ,$205.57 ,Roddy,Speechley
Ches Bonnell,India,99% Dark & Pure,16-02-23,$503.97 ,105,$15.12 ,$25.20 ,Ches,Bonnell
Rafaelita Blaksland,Canada,Spicy Special Slims,02-05-23,"$2,883.71 ",163,$86.51 ,$144.19 ,Rafaelita,Blaksland
Van Tuxwell,India,Eclairs,21-07-23,"$11,861.89 ",105,$355.86 ,$593.09 ,Van,Tuxwell
Gunar Cockshoot,Australia,99% Dark & Pure,18-08-23,"$8,564.73 ",237,$256.94 ,$428.24 ,Gunar,Cockshoot
Kaine Padly,USA,85% Dark Bars,22-06-23,$538.03 ,271,$16.14 ,$26.90 ,Kaine,Padly
Camilla Castle,UK,Peanut Butter Cubes,19-07-23,"$5,231.88 ",125,$156.96 ,$261.59 ,Camilla,Castle
Madelene Upcott,UK,Peanut Butter Cubes,12-08-23,"$7,916.13 ",84,$237.48 ,$395.81 ,Madelene,Upcott
Madelene Upcott,USA,Choco Coated Almonds,07-06-23,"$6,016.32 ",143,$180.49 ,$300.82 ,Madelene,Upcott
Marney O'Breen,Canada,Peanut Butter Cubes,08-03-23,"$7,504.86 ",97,$225.15 ,$375.24 ,Marney,O'Breen
Ches Bonnell,Australia,Choco Coated Almonds,08-04-23,"$1,590.98 ",182,$47.73 ,$79.55 ,Ches,Bonnell
Curtice Advani,Canada,Eclairs,06-05-23,$740.07 ,205,$22.20 ,$37.00 ,Curtice,Advani
Roddy Speechley,India,Drinking Coco,31-05-23,"$4,591.11 ",11,$137.73 ,$229.56 ,Roddy,Speechley
Van Tuxwell,Australia,Mint Chip Choco,13-01-23,"$2,686.51 ",324,$80.60 ,$134.33 ,Van,Tuxwell
Dennison Crosswaite,USA,70% Dark Bites,15-03-23,$735.48 ,77,$22.06 ,$36.77 ,Dennison,Crosswaite
Andria Kimpton,Canada,Peanut Butter Cubes,16-02-23,"$1,160.54 ",311,$34.82 ,$58.03 ,Andria,Kimpton
Gigi Bohling,USA,70% Dark Bites,14-01-23,"$8,078.15 ",189,$242.34 ,$403.91 ,Gigi,Bohling
Rafaelita Blaksland,Australia,White Choc,21-03-23,"$7,467.74 ",111,$224.03 ,$373.39 ,Rafaelita,Blaksland
Roddy Speechley,Canada,Drinking Coco,17-05-23,"$7,588.41 ",342,$227.65 ,$379.42 ,Roddy,Speechley
Camilla Castle,New Zealand,85% Dark Bars,08-08-23,"$15,372.54 ",57,$461.18 ,$768.63 ,Camilla,Castle
Madelene Upcott,Canada,Milk Bars,26-04-23,"$3,907.50 ",86,$117.23 ,$195.38 ,Madelene,Upcott
Madelene Upcott,Australia,70% Dark Bites,15-04-23,"$3,740.76 ",255,$112.22 ,$187.04 ,Madelene,Upcott
Oby Sorrel,Canada,Eclairs,19-05-23,"$6,211.75 ",561,$186.35 ,$310.59 ,Oby,Sorrel
Dennison Crosswaite,Canada,Drinking Coco,10-01-23,"$2,924.46 ",25,$87.73 ,$146.22 ,Dennison,Crosswaite
Mallorie Waber,New Zealand,After Nines,04-05-23,$501.79 ,241,$15.05 ,$25.09 ,Mallorie,Waber
Roddy Speechley,Canada,White Choc,05-04-23,"$6,594.09 ",270,$197.82 ,$329.70 ,Roddy,Speechley
Andria Kimpton,India,After Nines,17-01-23,$960.68 ,71,$28.82 ,$48.03 ,Andria,Kimpton
Roddy Speechley,India,Spicy Special Slims,22-03-23,"$11,370.32 ",170,$341.11 ,$568.52 ,Roddy,Speechley
Dotty Strutley,Australia,White Choc,05-07-23,"$6,067.94 ",94,$182.04 ,$303.40 ,Dotty,Strutley
Oby Sorrel,Canada,Orange Choco,27-04-23,"$8,909.75 ",355,$267.29 ,$445.49 ,Oby,Sorrel
Kaine Padly,Canada,Almond Choco,12-08-23,"$6,865.35 ",75,$205.96 ,$343.27 ,Kaine,Padly
Jan Morforth,UK,Baker's Choco Chips,11-03-23,$805.23 ,259,$24.16 ,$40.26 ,Jan,Morforth
Jehu Rudeforth,UK,Fruit & Nut Bars,13-05-23,"$9,851.62 ",221,$295.55 ,$492.58 ,Jehu,Rudeforth
Dennison Crosswaite,USA,Smooth Sliky Salty,12-05-23,"$11,823.35 ",90,$354.70 ,$591.17 ,Dennison,Crosswaite
Brien Boise,USA,Raspberry Choco,12-01-23,$683.63 ,202,$20.51 ,$34.18 ,Brien,Boise
Madelene Upcott,New Zealand,Milk Bars,29-03-23,"$14,002.42 ",388,$420.07 ,$700.12 ,Madelene,Upcott
Roddy Speechley,India,50% Dark Bites,14-03-23,"$8,744.95 ",12,$262.35 ,$437.25 ,Roddy,Speechley
Barr Faughny,New Zealand,99% Dark & Pure,24-05-23,"$9,294.14 ",201,$278.82 ,$464.71 ,Barr,Faughny
Dennison Crosswaite,Canada,Organic Choco Syrup,28-01-23,"$8,831.89 ",79,$264.96 ,$441.59 ,Dennison,Crosswaite
Beverie Moffet,India,Almond Choco,24-05-23,"$3,474.98 ",104,$104.25 ,$173.75 ,Beverie,Moffet
Brien Boise,Australia,Peanut Butter Cubes,19-08-23,$311.61 ,204,$9.35 ,$15.58 ,Brien,Boise
Karlen McCaffrey,Australia,Spicy Special Slims,17-05-23,"$4,791.20 ",335,$143.74 ,$239.56 ,Karlen,McCaffrey
Jehu Rudeforth,USA,White Choc,07-06-23,"$6,646.33 ",117,$199.39 ,$332.32 ,Jehu,Rudeforth
Ches Bonnell,Canada,Organic Choco Syrup,26-07-23,$593.63 ,229,$17.81 ,$29.68 ,Ches,Bonnell
Dotty Strutley,India,Eclairs,28-07-23,"$2,345.95 ",406,$70.38 ,$117.30 ,Dotty,Strutley
Karlen McCaffrey,India,70% Dark Bites,23-05-23,"$5,083.07 ",368,$152.49 ,$254.15 ,Karlen,McCaffrey
Jehu Rudeforth,UK,Mint Chip Choco,04-01-24,"$6,339.57 ",187,$190.19 ,$316.98 ,Jehu,Rudeforth
Van Tuxwell,India,85% Dark Bars,01-08-24,"$9,005.87 ",90,$270.18 ,$450.29 ,Van,Tuxwell
Gigi Bohling,India,Peanut Butter Cubes,07-07-24,"$5,159.07 ",87,$154.77 ,$257.95 ,Gigi,Bohling
Jan Morforth,Australia,Peanut Butter Cubes,27-04-24,"$13,370.97 ",349,$401.13 ,$668.55 ,Jan,Morforth
Jehu Rudeforth,UK,Peanut Butter Cubes,24-02-24,"$14,791.64 ",182,$443.75 ,$739.58 ,Jehu,Rudeforth
Van Tuxwell,India,Smooth Sliky Salty,06-06-24,"$6,429.35 ",40,$192.88 ,$321.47 ,Van,Tuxwell
Oby Sorrel,UK,99% Dark & Pure,25-01-24,"$15,900.60 ",188,$477.02 ,$795.03 ,Oby,Sorrel
Gunar Cockshoot,Australia,After Nines,24-03-24,"$3,400.26 ",77,$102.01 ,$170.01 ,Gunar,Cockshoot
Jehu Rudeforth,New Zealand,50% Dark Bites,20-04-24,"$4,357.76 ",63,$130.73 ,$217.89 ,Jehu,Rudeforth
Brien Boise,Australia,99% Dark & Pure,04-07-24,"$3,356.17 ",111,$100.69 ,$167.81 ,Brien,Boise
Rafaelita Blaksland,UK,Smooth Sliky Salty,13-01-24,"$5,287.86 ",67,$158.64 ,$264.39 ,Rafaelita,Blaksland
Barr Faughny,USA,Orange Choco,10-03-24,"$4,244.36 ",11,$127.33 ,$212.22 ,Barr,Faughny
Mallorie Waber,Canada,Eclairs,13-01-24,"$1,671.64 ",277,$50.15 ,$83.58 ,Mallorie,Waber
Karlen McCaffrey,New Zealand,Drinking Coco,28-07-24,$181.84 ,167,$5.46 ,$9.09 ,Karlen,McCaffrey
Marney O'Breen,New Zealand,Peanut Butter Cubes,03-08-24,"$8,950.59 ",189,$268.52 ,$447.53 ,Marney,O'Breen
Beverie Moffet,Australia,Organic Choco Syrup,26-01-24,"$7,271.76 ",385,$218.15 ,$363.59 ,Beverie,Moffet
Van Tuxwell,Canada,Organic Choco Syrup,14-02-24,"$4,864.83 ",42,$145.94 ,$243.24 ,Van,Tuxwell
Roddy Speechley,USA,Smooth Sliky Salty,05-04-24,"$3,175.11 ",149,$95.25 ,$158.76 ,Roddy,Speechley
Beverie Moffet,Canada,Milk Bars,16-02-24,"$10,137.79 ",250,$304.13 ,$506.89 ,Beverie,Moffet
Curtice Advani,UK,85% Dark Bars,08-06-24,"$1,206.95 ",174,$36.21 ,$60.35 ,Curtice,Advani
Brien Boise,Australia,Eclairs,27-06-24,"$8,222.65 ",92,$246.68 ,$411.13 ,Brien,Boise
Gunar Cockshoot,USA,Spicy Special Slims,17-02-24,"$1,440.85 ",152,$43.23 ,$72.04 ,Gunar,Cockshoot
Marney O'Breen,USA,After Nines,30-05-24,"$5,611.65 ",159,$168.35 ,$280.58 ,Marney,O'Breen
Husein Augar,UK,Drinking Coco,14-03-24,"$3,562.44 ",111,$106.87 ,$178.12 ,Husein,Augar
Kaine Padly,Australia,Eclairs,28-02-24,"$8,385.26 ",122,$251.56 ,$419.26 ,Kaine,Padly
Karlen McCaffrey,India,Fruit & Nut Bars,26-01-24,$181.31 ,330,$5.44 ,$9.07 ,Karlen,McCaffrey
Roddy Speechley,Canada,Spicy Special Slims,09-02-24,"$1,800.27 ",191,$54.01 ,$90.01 ,Roddy,Speechley
Husein Augar,USA,Eclairs,07-07-24,"$4,449.37 ",113,$133.48 ,$222.47 ,Husein,Augar
Dennison Crosswaite,New Zealand,White Choc,05-07-24,"$10,113.40 ",155,$303.40 ,$505.67 ,Dennison,Crosswaite
Dennison Crosswaite,New Zealand,Manuka Honey Choco,15-06-24,"$5,932.84 ",303,$177.99 ,$296.64 ,Dennison,Crosswaite
Van Tuxwell,New Zealand,85% Dark Bars,24-05-24,"$2,006.71 ",124,$60.20 ,$100.34 ,Van,Tuxwell
Rafaelita Blaksland,UK,99% Dark & Pure,29-06-24,"$14,086.69 ",157,$422.60 ,$704.33 ,Rafaelita,Blaksland
Wilone O'Kielt,Australia,Manuka Honey Choco,11-05-24,"$4,799.54 ",90,$143.99 ,$239.98 ,Wilone,O'Kielt
Karlen McCaffrey,UK,Almond Choco,30-06-24,"$8,101.98 ",138,$243.06 ,$405.10 ,Karlen,McCaffrey
Andria Kimpton,Canada,After Nines,11-05-24,"$2,321.97 ",71,$69.66 ,$116.10 ,Andria,Kimpton
Roddy Speechley,USA,Manuka Honey Choco,22-07-24,"$10,245.00 ",329,$307.35 ,$512.25 ,Roddy,Speechley
Andria Kimpton,UK,50% Dark Bites,24-08-24,"$2,930.40 ",344,$87.91 ,$146.52 ,Andria,Kimpton
Kelci Walkden,New Zealand,After Nines,07-07-24,$170.24 ,75,$5.11 ,$8.51 ,Kelci,Walkden
Camilla Castle,Australia,85% Dark Bars,19-05-24,"$4,247.49 ",14,$127.42 ,$212.37 ,Camilla,Castle
Karlen McCaffrey,India,Manuka Honey Choco,04-07-24,"$2,696.10 ",605,$80.88 ,$134.81 ,Karlen,McCaffrey
Kelci Walkden,USA,After Nines,02-06-24,"$1,083.76 ",16,$32.51 ,$54.19 ,Kelci,Walkden
Karlen McCaffrey,USA,Raspberry Choco,15-04-24,"$17,037.09 ",347,$511.11 ,$851.85 ,Karlen,McCaffrey
Mallorie Waber,Canada,Choco Coated Almonds,11-07-24,"$5,706.43 ",247,$171.19 ,$285.32 ,Mallorie,Waber
Andria Kimpton,India,Spicy Special Slims,23-02-24,"$6,682.34 ",139,$200.47 ,$334.12 ,Andria,Kimpton
Madelene Upcott,Canada,Almond Choco,22-08-24,"$8,192.60 ",100,$245.78 ,$409.63 ,Madelene,Upcott
Kaine Padly,USA,Peanut Butter Cubes,16-02-24,"$7,568.16 ",206,$227.04 ,$378.41 ,Kaine,Padly
Van Tuxwell,USA,50% Dark Bites,13-01-24,"$10,772.33 ",156,$323.17 ,$538.62 ,Van,Tuxwell
Curtice Advani,Australia,Milk Bars,14-02-24,"$7,467.12 ",18,$224.01 ,$373.36 ,Curtice,Advani
Roddy Speechley,India,Eclairs,10-06-24,"$4,985.90 ",311,$149.58 ,$249.30 ,Roddy,Speechley
Curtice Advani,India,Fruit & Nut Bars,07-07-24,"$5,693.60 ",177,$170.81 ,$284.68 ,Curtice,Advani
Curtice Advani,Canada,Almond Choco,24-03-24,"$5,879.10 ",75,$176.37 ,$293.96 ,Curtice,Advani
Brien Boise,Australia,Fruit & Nut Bars,06-06-24,"$9,771.93 ",22,$293.16 ,$488.60 ,Brien,Boise
Dotty Strutley,Australia,Drinking Coco,19-07-24,$105.06 ,140,$3.15 ,$5.25 ,Dotty,Strutley
Beverie Moffet,USA,Raspberry Choco,19-04-24,"$16,414.69 ",80,$492.44 ,$820.73 ,Beverie,Moffet
Marney O'Breen,India,85% Dark Bars,19-07-24,"$2,553.41 ",183,$76.60 ,$127.67 ,Marney,O'Breen
Jehu Rudeforth,Canada,Drinking Coco,15-07-24,$473.99 ,25,$14.22 ,$23.70 ,Jehu,Rudeforth
Ches Bonnell,New Zealand,Spicy Special Slims,14-02-24,"$3,873.98 ",19,$116.22 ,$193.70 ,Ches,Bonnell
Brien Boise,Canada,99% Dark & Pure,18-05-24,"$17,718.25 ",430,$531.55 ,$885.91 ,Brien,Boise
Barr Faughny,Australia,Fruit & Nut Bars,30-06-24,"$16,572.07 ",57,$497.16 ,$828.60 ,Barr,Faughny
Andria Kimpton,Australia,50% Dark Bites,02-06-24,"$5,220.19 ",216,$156.61 ,$261.01 ,Andria,Kimpton
Andria Kimpton,Australia,Drinking Coco,28-06-24,"$1,797.26 ",49,$53.92 ,$89.86 ,Andria,Kimpton
Marney O'Breen,Australia,Organic Choco Syrup,16-05-24,$295.62 ,182,$8.87 ,$14.78 ,Marney,O'Breen
Kelci Walkden,Canada,Baker's Choco Chips,26-05-24,"$3,597.37 ",288,$107.92 ,$179.87 ,Kelci,Walkden
Karlen McCaffrey,India,Almond Choco,06-07-24,"$6,580.43 ",147,$197.41 ,$329.02 ,Karlen,McCaffrey
Oby Sorrel,India,99% Dark & Pure,27-05-24,"$12,232.97 ",11,$366.99 ,$611.65 ,Oby,Sorrel
Wilone O'Kielt,Australia,Caramel Stuffed Bars,14-04-24,"$2,243.44 ",11,$67.30 ,$112.17 ,Wilone,O'Kielt
Van Tuxwell,Australia,Organic Choco Syrup,10-08-24,"$22,943.37 ",14,$688.30 ,"$1,147.17 ",Van,Tuxwell
Camilla Castle,India,50% Dark Bites,04-07-24,"$10,590.61 ",430,$317.72 ,$529.53 ,Camilla,Castle
Oby Sorrel,India,Organic Choco Syrup,08-07-24,"$6,468.82 ",59,$194.06 ,$323.44 ,Oby,Sorrel
Jan Morforth,USA,Peanut Butter Cubes,22-07-24,"$10,463.57 ",109,$313.91 ,$523.18 ,Jan,Morforth
Gigi Bohling,USA,Choco Coated Almonds,02-03-24,"$14,154.35 ",105,$424.63 ,$707.72 ,Gigi,Bohling
Gigi Bohling,UK,Almond Choco,10-01-24,"$6,031.14 ",9,$180.93 ,$301.56 ,Gigi,Bohling
Jehu Rudeforth,New Zealand,White Choc,11-03-24,"$3,308.40 ",258,$99.25 ,$165.42 ,Jehu,Rudeforth
Andria Kimpton,New Zealand,Peanut Butter Cubes,20-06-24,"$1,119.94 ",283,$33.60 ,$56.00 ,Andria,Kimpton
Van Tuxwell,UK,Organic Choco Syrup,26-08-24,"$2,303.39 ",222,$69.10 ,$115.17 ,Van,Tuxwell
Roddy Speechley,Canada,Milk Bars,13-07-24,$723.37 ,33,$21.70 ,$36.17 ,Roddy,Speechley
Camilla Castle,USA,Spicy Special Slims,11-02-24,"$1,413.64 ",261,$42.41 ,$70.68 ,Camilla,Castle
Marney O'Breen,USA,Orange Choco,27-01-24,"$9,001.89 ",193,$270.06 ,$450.09 ,Marney,O'Breen
Van Tuxwell,UK,99% Dark & Pure,31-01-24,"$5,283.91 ",136,$158.52 ,$264.20 ,Van,Tuxwell
Camilla Castle,USA,White Choc,18-08-24,"$10,958.51 ",23,$328.76 ,$547.93 ,Camilla,Castle
Andria Kimpton,USA,Raspberry Choco,30-06-24,"$15,531.78 ",22,$465.95 ,$776.59 ,Andria,Kimpton
Dotty Strutley,Australia,Fruit & Nut Bars,23-08-24,$317.36 ,337,$9.52 ,$15.87 ,Dotty,Strutley
Brien Boise,New Zealand,Mint Chip Choco,01-08-24,$71.41 ,188,$2.14 ,$3.57 ,Brien,Boise
Roddy Speechley,New Zealand,After Nines,25-05-24,"$9,317.33 ",11,$279.52 ,$465.87 ,Roddy,Speechley
Roddy Speechley,Canada,Organic Choco Syrup,10-01-24,"$4,790.71 ",86,$143.72 ,$239.54 ,Roddy,Speechley
Dennison Crosswaite,Australia,70% Dark Bites,07-02-24,"$6,166.80 ",114,$185.00 ,$308.34 ,Dennison,Crosswaite
Karlen McCaffrey,USA,Orange Choco,12-05-24,"$11,741.46 ",433,$352.24 ,$587.07 ,Karlen,McCaffrey
Madelene Upcott,Australia,Spicy Special Slims,07-03-24,"$8,519.77 ",443,$255.59 ,$425.99 ,Madelene,Upcott
Dennison Crosswaite,Australia,85% Dark Bars,05-04-24,"$8,278.86 ",453,$248.37 ,$413.94 ,Dennison,Crosswaite
Andria Kimpton,Canada,Caramel Stuffed Bars,03-01-24,"$7,560.62 ",336,$226.82 ,$378.03 ,Andria,Kimpton
Dennison Crosswaite,UK,Eclairs,24-03-24,"$6,702.11 ",285,$201.06 ,$335.11 ,Dennison,Crosswaite
Madelene Upcott,India,Raspberry Choco,07-07-24,"$4,758.69 ",10,$142.76 ,$237.93 ,Madelene,Upcott
Van Tuxwell,USA,After Nines,26-07-24,$709.25 ,263,$21.28 ,$35.46 ,Van,Tuxwell
Wilone O'Kielt,Australia,Organic Choco Syrup,07-07-24,"$2,003.05 ",110,$60.09 ,$100.15 ,Wilone,O'Kielt
Karlen McCaffrey,Canada,50% Dark Bites,15-07-24,"$3,248.00 ",64,$97.44 ,$162.40 ,Karlen,McCaffrey
Roddy Speechley,New Zealand,Orange Choco,01-04-24,$51.98 ,95,$1.56 ,$2.60 ,Roddy,Speechley
Beverie Moffet,Australia,Eclairs,20-06-24,"$2,134.65 ",6,$64.04 ,$106.73 ,Beverie,Moffet
Kelci Walkden,UK,Fruit & Nut Bars,29-06-24,"$15,540.41 ",520,$466.21 ,$777.02 ,Kelci,Walkden
Marney O'Breen,USA,50% Dark Bites,15-06-24,"$1,117.77 ",114,$33.53 ,$55.89 ,Marney,O'Breen
Husein Augar,USA,After Nines,08-04-24,"$13,999.05 ",179,$419.97 ,$699.95 ,Husein,Augar
Dennison Crosswaite,Australia,Raspberry Choco,14-03-24,"$6,265.59 ",31,$187.97 ,$313.28 ,Dennison,Crosswaite
Andria Kimpton,USA,Fruit & Nut Bars,15-07-24,"$1,536.82 ",386,$46.10 ,$76.84 ,Andria,Kimpton
Kelci Walkden,India,Eclairs,19-04-24,"$6,069.93 ",80,$182.10 ,$303.50 ,Kelci,Walkden
Marney O'Breen,USA,99% Dark & Pure,28-03-24,"$4,861.33 ",286,$145.84 ,$243.07 ,Marney,O'Breen
Brien Boise,Canada,Spicy Special Slims,04-03-24,"$8,993.24 ",97,$269.80 ,$449.66 ,Brien,Boise
Karlen McCaffrey,New Zealand,70% Dark Bites,02-08-24,$150.42 ,40,$4.51 ,$7.52 ,Karlen,McCaffrey
Husein Augar,UK,Spicy Special Slims,25-08-24,"$5,593.68 ",41,$167.81 ,$279.68 ,Husein,Augar
Marney O'Breen,USA,Almond Choco,25-02-24,"$9,376.61 ",167,$281.30 ,$468.83 ,Marney,O'Breen
Kelci Walkden,India,Orange Choco,07-06-24,"$11,315.16 ",134,$339.45 ,$565.76 ,Kelci,Walkden
Jan Morforth,India,Spicy Special Slims,12-04-24,"$2,048.34 ",506,$61.45 ,$102.42 ,Jan,Morforth
